Id,Timestamp (UTC),Timestamp (Local),ETA (UTC),ETA (Local),State,Event,Latitude,Longitude,Period,Sailing Time,Total Running Hours ME,Heading,Course Made Good,Speed Over Ground,Speed Through Water,Distance Over Ground,Distance Through Water,Water Depth,Water Depth Below Keel,Draft Forward,Draft Aft,Mean Draft,Trim,Air Temp,Air Temp (Weather Provider),Engine Room Temp,Cooling Water Temp (LT),Air Press,Air Press (Weather Provider),Sea Water Temp,Sea Water Temp (Weather Provider),Sea State,Douglas Sea Scale,Wind Speed True,Wind Speed True (Weather Provider),Wind Speed Rel.,Wind Direction True,Wind Direction True (Weather Provider),Wind Direction Rel.,Wave Height,Wave Height (Weather Provider),Wave Direction,Swell Height,Swell Height (Weather Provider),Swell Direction,Swell Direction (Weather Provider),Swell Period (Weather Provider),Visibility (Weather Provider),Cargo Weight,Cargo TEU full,Cargo TEU empty,Cargo Reefers,Cargo Volume,Cargo Passengers,Ballast Weight,AVG Shaft RPM,AVG Slip,Total FOC,Total FOC (ISO),Total FOC ME,Total FOC ME (ISO),Total FOC AE,Total FOC AE (ISO),Total FOC AB,Total FOC AB (ISO),Total FOC IGS,Total FOC IGS (ISO),Total FOC INC,Total FOC INC (ISO),Total FOC HFO,Total FOC HFO HS,Total FOC HFO LS,Total FOC HFO LLS,Total FOC LFO,Total FOC MDO,Total FOC MGO,Total FOC Propane,Total FOC Butane,Total FOC LNG,Total FOC Methanol,Total FOC Ethanol,Total FOC Undef,Total SFOC ME,Total SFOC AE,Total SFOC ME (ISO),Total SFOC AE (ISO),Total CO2,Total CO2 ME,Total CO2 AE,Total CO2 AB,Total CO2 IGS,Total CO2 INC,Total CO2 Undef,Total Power ME (AVG),Total Power AE (AVG),Total Generated Energy ME,Total Generated Energy AE,Total Generated Electrical Energy,Total Generated Shaft Energy,Total Shaft Power (AVG),Total Shaft Power Corrected (AVG),Total Electrical Power (AVG),ME Load (AVG),AE Load (AVG),Delivered Power (corrected),EEOI (Weight),EEOI (TEU),Power Added Or Reduced By wind,Speed Loss,Speed Loss (Uncorrected),Total Fuel Oil ROB,Total Fresh Water ROB,Fuel Oil HFO ROB,Fuel Oil HFO HS ROB,Fuel Oil HFO LS ROB,Fuel Oil HFO LLS ROB,Fuel Oil LFO ROB,Fuel Oil MDO ROB,Fuel Oil MGO ROB,Fuel Oil Propane ROB,Fuel Oil Butane ROB,Fuel Oil LNG ROB,Fuel Oil Methanol ROB,Fuel Oil Ethanol ROB,Circulation Lub Oil ME ROB,Circulation Lub Oil AE ROB,Circulation Lub Oil Undef ROB,Total Circulation Lub Oil ROB,Cylinder Lub Oil ROB,Cylinder HS Lub Oil ROB,Cylinder LS Lub Oil ROB,Undefined Lub Oil ROB,Fresh Water Drinking ROB,Fresh Water Boiler ROB,Fresh Water Undefined ROB,Total Fuel Oil Bunkered,Fuel Oil HFO Bunkered,Fuel Oil HFO HS Bunkered,Fuel Oil HFO LS Bunkered,Fuel Oil HFO LLS Bunkered,Fuel Oil LFO Bunkered,Fuel Oil MDO Bunkered,Fuel Oil MGO Bunkered,Fuel Oil Propane Bunkered,Fuel Oil Butane Bunkered,Fuel Oil LNG Bunkered,Fuel Oil Methanol Bunkered,Fuel Oil Ethanol Bunkered,Circulation Lub Oil ME Bunkered,Circulation Lub Oil AE Bunkered,Circulation Lub Oil Undef Bunkered,Total Circulation Lub Oil Bunkered,Cylinder Lub Oil Bunkered,Cylinder HS Lub Oil Bunkered,Cylinder LS Lub Oil Bunkered,Undefined Lub Oil Bunkered,Total Fuel Oil Gain/Loss,Fuel Oil HFO Gain/Loss,Fuel Oil HFO HS Gain/Loss,Fuel Oil HFO LS Gain/Loss,Fuel Oil HFO LLS Gain/Loss,Fuel Oil LFO Gain/Loss,Fuel Oil MDO Gain/Loss,Fuel Oil MGO Gain/Loss,Fuel Oil Propane Gain/Loss,Fuel Oil Butane Gain/Loss,Fuel Oil LNG Gain/Loss,Fuel Oil Methanol Gain/Loss,Fuel Oil Ethanol Gain/Loss,Circulation Lub Oil ME Gain/Loss,Circulation Lub Oil AE Gain/Loss,Circulation Lub Oil Undef Gain/Loss,Total Circulation Lub Oil Gain/Loss,Cylinder Lub Oil Gain/Loss,Cylinder HS Lub Oil Gain/Loss,Cylinder LS Lub Oil Gain/Loss,Undefined Lub Oil Gain/Loss,Total Cylinder Lub Oil Consumption,Total Cylinder HS Lub Oil Consumption,Total Cylinder LS Lub Oil Consumption,Total Circulation Lub Oil Consumption ME,Total Circulation Lub Oil Consumption AE,Total Fresh Water Consumption Undefined,Total Fresh Water Consumption Domestic,Total Fresh Water Consumption Boiler,Total Fresh Water Consumption Washing,Total Oily Water Discharge Undefined,Total Oily Water Discharge Via OWS,Total Oily Water Discharge Via ODME,Estimation Score,Completeness Score,Plausibility Score,vessel_id
921,20.08.2017 16:12,20.08.2017 19:12,-,-,In Port,DEPA,0,0,7.7,7.7,0,,,,,,,,,8,9.4,8.7,1.4,,,46,38,,,36,,0,,0.1,,,,,,,,,,,,,,,7425,0,0,0,,,6308.7,,,1.6,1.46,,,1.3,1.19,0.3,0.27,,,,,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,,264.3,,241.7,5,0,4,0.9,0,0,0,0,639,0,4919,4673,0,0,,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,97.6,1
922,20.08.2017 08:30,20.08.2017 12:00,-,-,In Port,NOON,0,0,23.5,23.5,0,,,,,,,,,8,9.2,8.6,1.2,,,46,38,,,36,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,6308.7,,,5.6,5.12,,,4.7,4.3,0.9,0.82,,,,,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,,251.7,,230.3,17.4,0,14.6,2.8,0,0,0,0,794,0,18669,17736,0,0,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,85.2,1
923,19.08.2017 09:00,19.08.2017 12:00,-,-,In Port,NOON,0,0,24,24,0,,,,,,,,,8.2,9.6,8.9,1.4,,,46,39,,,36,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,6308.7,,,5.6,5.12,,,4.7,4.3,0.9,0.82,,,,,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,,254.9,,232.9,17.4,0,14.6,2.8,0,0,0,0,768,0,18442,17520,0,0,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,97.5,1
924,18.08.2017 09:00,18.08.2017 12:00,-,-,In Port,NOON,0,0,24,24,0,,,,,,,,,9.1,9.5,9.3,0.4,,,45,38,,,36,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,6308.7,,,5.6,5.12,,,4.7,4.3,0.9,0.82,,,,,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,,249.7,,228.4,17.4,0,14.6,2.8,0,0,0,0,784,0,18821,17880,0,0,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,98.8,1
925,17.08.2017 09:00,17.08.2017 12:00,-,-,In Port,NOON,0,0,2.6,2.6,0,,,,,,,,,9.15,9.55,9.35,0.4,,,46,37,,,36,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,6308.7,,,2.7,2.47,,,2.3,2.1,0.4,0.37,,,,,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,,282.8,,258.8,8.4,0,7.2,1.2,0,0,0,0,3129,0,8134,7727,0,0,,2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,84,1
926,17.08.2017 06:24,17.08.2017 09:24,-,-,Manoeuvring,ARRI,0,0,11.7,11.7,2.5,,,1.6,1.6,19,19,,,9.2,9.6,9.4,0.4,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,6308.7,0,,1.5,1.42,0.9,0.85,0.5,0.47,0.1,0.09,,,,,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,240.5,243.7,227.1,230.1,4.7,2.8,1.6,0.3,0,0,0,320,175,3743,2052,1949,3743,320,,167,9,,,20.18,,,,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,68.7,94,1
927,16.08.2017 18:42,16.08.2017 21:42,-,-,At Sea,EOSP,26.68666667,50.38,6.4,6.4,6.4,188,188,15.5,13.5,99,87,,,9.2,9.6,9.4,0.4,,,46,38,,,35,,2,,4.5,,8.6,90,,329.1,0,,,,,,,,,12184,0,0,0,,,6619,78.6,5.4,10.5,9.6,9.2,8.41,1.3,1.19,,,,,,,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,208.8,271,191,247.9,32.7,28.7,4,0,0,0,0,6884,749,44058,4797,4557,44058,6884,8852,712,44,,8852,27.06,,-1967.6,29.2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,71.1,99,1
928,16.08.2017 12:18,16.08.2017 15:18,-,-,Manoeuvring,BOSP,27.12333333,49.80666667,1.3,1.3,1.1,45,45,6.9,6.9,9,9,,,9.2,9.6,9.4,0.4,,,45,38,,,36,,2,,4.5,,7.4,90,,25.1,0,,,,,,,,,12184,0,0,0,,,6619,,,1.3,1.19,0.9,0.82,0.3,0.27,0.1,0.09,,,,,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,227.7,297.2,208.3,271.9,4,2.8,0.9,0.3,0,0,0,3041,777,3953,1009,959,3953,3041,2941,738,23,,2941,36.92,,100.3,47.7,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,70.8,87.6,1
929,16.08.2017 11:00,16.08.2017 14:00,-,-,In Port,DEPA,0,0,2,2,0,,,,,,,,,9.2,9.6,9.4,0.4,,,47,38,,,36,,0,,0.1,,,,,,,,,,,,,,,12184,0,0,0,,,5688.2,,,0.5,0.46,,,0.4,0.37,0.1,0.09,,,,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,,279.8,,255.9,1.6,0,1.2,0.3,0,0,0,0,715,0,1429,1358,0,0,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,96.3,1
930,16.08.2017 09:00,16.08.2017 12:00,-,-,In Port,NOON,0,0,10.9,10.9,0,,,,,,,,,9.1,9.7,9.4,0.6,,,48,38,,,36,,0,,0.1,,,,,,,,,,,,,,,12386,0,0,0,,,5688.2,,,2.4,2.19,,,2,1.83,0.4,0.37,,,,,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,,256.7,,234.7,7.5,0,6.2,1.2,0,0,0,0,715,0,7791,7401,0,0,,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,97.5,1
931,15.08.2017 22:06,16.08.2017 01:06,-,-,Manoeuvring,ARRI,0,0,5.3,5.3,4.1,,,5.7,5.8,30,31,,,9.15,9.7,9.43,0.55,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,12386,0,0,0,,,5688.2,0,,3.1,2.93,1.7,1.61,1.2,1.13,0.2,0.19,,,,,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,229.1,255.3,216.3,241.1,9.7,5.3,3.7,0.6,0,0,0,1400,887,7421,4701,4466,7421,1400,,843,11,,,25.98,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,68.7,93,1
932,15.08.2017 16:48,15.08.2017 19:48,-,-,At Sea,EOSP,27.275,50.06166667,8.3,8.3,7.8,270,270,14.1,13.6,117,113,,,9.15,9.7,9.43,0.55,,,48,38,,,35,,3,,6.7,,5.4,135,,297.9,0,,,,,,,,,12386,0,0,0,,,6412,79.7,6.3,12.8,11.7,11.4,10.42,1.4,1.28,,,,,,,12.8,12.8,0,0,0,0,0,0,0,0,0,0,0,206.5,258,188.8,235.8,39.9,35.5,4.4,0,0,0,0,6653,654,55216,5427,5156,55216,6653,7487,621,45,,7487,27.51,,-834.7,24.7,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,71.1,99,1
933,15.08.2017 08:30,15.08.2017 12:00,-,-,At Sea,NOON,27.05,52.215,12.2,12.2,12.7,280,280,15.5,15.3,189,187,,,9.1,9.75,9.43,0.65,,,45,38,,,35,,3,,6.7,,4.6,135,,302.8,0,,,,,,,,,12386,0,0,0,,,6374,78.5,-7.1,20.7,18.94,18,16.47,2.7,2.47,,,,,,,20.7,20.7,0,0,0,0,0,0,0,0,0,0,0,207.9,257.9,190.2,236,64.5,56.1,8.4,0,0,0,0,7096,858,86576,10467,9944,86576,7096,7976,815,43,,7976,27.54,,-879.3,17,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,71.1,84.2,1
934,14.08.2017 20:18,15.08.2017 00:18,-,-,Manoeuvring,BOSP,25.14666667,54.91333333,1.5,1.5,1.5,291,291,9.3,9.3,14,14,,,9.1,9.75,9.43,0.65,,,44,38,,,34,,2,,4.5,,5,45,,53.7,0,,,,,,,,,12386,0,0,0,,,6374,,,1.3,1.19,1,0.91,0.2,0.18,0.1,0.09,,,,,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,228.6,172.3,209.2,157.6,4,3.1,0.6,0.3,0,0,0,2916,774,4374,1161,1103,4374,2916,2974,735,18,,2974,23.35,,-58,29.8,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,70.8,99,1
935,14.08.2017 18:48,14.08.2017 22:48,-,-,In Port,DEPA,0,0,10.8,10.8,0,,,,,,,,,9.1,9.75,9.43,0.65,,,45,37,,,34,,0,,0.1,,,,,,,,,,,,,,,12386,0,0,0,,,3592.6,,,2.4,2.2,,,2.1,1.92,0.3,0.27,,,,,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,,254.8,,233.2,7.5,0,6.5,0.9,0,0,0,0,763,0,8242,7830,0,0,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,98.8,1
936,14.08.2017 08:00,14.08.2017 12:00,-,-,In Port,NOON,0,0,24,24,0,,,,,,,,,9.75,9.8,9.78,0.05,,,45,37,,,37,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,,,5.3,4.85,,,4.5,4.12,0.8,0.73,,,,,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,,244.3,,223.7,16.5,0,14,2.5,0,0,0,0,767,0,18417,17496,0,0,,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,98.8,1
937,13.08.2017 08:00,13.08.2017 12:00,-,-,In Port,NOON,0,0,24,24,0,,,,,,,,,9.7,9.75,9.72,0.05,,,45,37,,,36,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,,,5.3,4.85,,,4.5,4.12,0.8,0.73,,,,,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,,242.3,,221.8,16.5,0,14,2.5,0,0,0,0,774,0,18568,17640,0,0,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,98.8,1
938,12.08.2017 08:00,12.08.2017 12:00,-,-,In Port,NOON,0,0,17.2,17.2,0,,,,,,,,,9.8,9.85,9.82,0.05,,,43,37,,,31,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,,,3.7,3.39,,,3.3,3.02,0.4,0.37,,,,,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,,254.9,,233.4,11.5,0,10.3,1.2,0,0,0,0,753,0,12945,12298,0,0,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,61.8,98.8,1
939,11.08.2017 14:48,11.08.2017 18:48,-,-,Manoeuvring,ARRI,0,0,3.3,3.3,3.2,,,8.5,8.8,28,29,,,9.9,9.95,9.93,0.05,,,0,0,,,,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,0,,2,1.89,1.2,1.13,0.7,0.66,0.1,0.09,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,217.5,266.6,205.4,251.8,6.2,3.7,2.2,0.3,0,0,0,1672,796,5517,2625,2494,5517,1672,,756,11,,,13.88,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,68.7,97,1
940,11.08.2017 11:30,11.08.2017 15:30,-,-,At Sea,EOSP,25.385,54.89833333,3.5,3.5,3.5,180,180,14.9,14.6,52,51,,,9.9,9.95,9.93,0.05,,,45,36,,,33,,2,,4.5,,3.9,23,,333.9,0,,,,,,,,,16030,0,0,0,,,4695,77.4,-3.3,5.4,4.95,4.7,4.3,0.7,0.64,,,,,,,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,207.2,275,189.8,251.8,16.8,14.6,2.2,0,0,0,0,6481,727,22684,2546,2419,22684,6481,7227,691,41,,7227,20.18,,-745.6,16.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,98,1
941,11.08.2017 08:00,11.08.2017 12:00,-,-,At Sea,NOON,25.97166667,55.57666667,24,24,24,228,228,14.9,15,357,359,,,9.9,9.9,9.9,0,,,45,36,,,32,,2,,4.5,,10.1,158,,335.5,0,,,,,,,,,16030,0,0,0,,,3456,77.7,-5.6,37.4,34.26,32.9,30.13,4.5,4.12,,,,,,,37.4,37.4,0,0,0,0,0,0,0,0,0,0,0,208.2,247.4,190.7,226.6,116.5,102.5,14,0,0,0,0,6584,758,158016,18189,17280,158016,6584,8996,720,42,,8996,20.35,,-2411.5,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,100,1
942,10.08.2017 08:00,10.08.2017 12:00,-,-,At Sea,NOON,22.92666667,59.74333333,24,24,24,316,316,15.8,15.7,380,376,,,9.5,9.9,9.7,0.4,,,40,32,,,26,,5,,12.3,,11.8,203,,286.4,0,,,,,,,,,16030,0,0,0,,,3456,77.8,-10.5,37.3,34.28,33,30.33,4.3,3.95,,,,,,,37.3,37.3,0,0,0,0,0,0,0,0,0,0,0,208.3,256.7,191.4,235.9,116.2,102.8,13.4,0,0,0,0,6601,698,158424,16749,15912,158424,6601,9437,663,42,,9437,19.07,,-2835.6,14.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
943,09.08.2017 08:00,09.08.2017 12:00,-,-,At Sea,NOON,17.81,56.865,23,23,23,47,47,15.9,15.7,365,361,,,9.5,9.9,9.7,0.4,,,39,32,,,20,,5,,12.3,,4.2,225,,174.1,3,,,,,,,,,16030,0,0,0,,,3456,78.3,-10,36.2,33.28,32.4,29.78,3.8,3.49,,,,,,,36.2,36.2,0,0,0,0,0,0,0,0,0,0,0,208,254.1,191.2,233.6,112.7,100.9,11.8,0,0,0,0,6772,650,155756,14953,14205,155756,6772,7438,618,43,,7438,19.27,,-666,9.8,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
944,08.08.2017 09:00,08.08.2017 12:00,-,-,At Sea,NOON,14.03166667,52.035,24,24,24,72,72,15.5,15.5,371,371,,,9.5,9.9,9.7,0.4,,,41,33,,,26,,3,,6.7,,10.7,158,,38.4,2,,,,,,,,,16030,0,0,0,,,3432,78.7,-7.8,38.8,35.63,34.2,31.41,4.5,4.13,0.1,0.09,,,,,38.8,38.8,0,0,0,0,0,0,0,0,0,0,0,207.9,250.4,191,230,120.8,106.5,14,0.3,0,0,0,6853,749,164472,17968,17070,164472,6853,6807,711,43,,6807,20.32,,45.5,9.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,73,99.1,1
945,07.08.2017 09:00,07.08.2017 12:00,-,-,At Sea,NOON,12.15,46.00833333,24,24,24,72,72,15.3,15.5,367,373,,,9.5,9.9,9.7,0.4,,,42,32,,,29,,4,,9.3,,9.1,315,,293.5,1.5,,,,,,,,,16030,0,0,0,,,3432,78.1,-9.2,38.2,35.09,33.5,30.78,4.7,4.32,,,,,,,38.2,38.2,0,0,0,0,0,0,0,0,0,0,0,208.5,250.4,191.5,230,119,104.3,14.6,0,0,0,0,6695,782,160680,18771,17832,160680,6695,8544,743,42,,8544,20.22,,-1848.6,13.7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
946,06.08.2017 09:00,06.08.2017 12:00,-,-,At Sea,NOON,15.34833333,41.595,23,23,23,150,150,15.2,15.4,350,354,,,9.5,9.9,9.7,0.4,,,47,35,,,33,,3,,6.7,,4.7,293,,58.4,0,,,,,,,,,16030,0,0,0,,,3432,74.7,-13.1,33.7,30.87,29.2,26.75,4.5,4.12,,,,,,,33.7,33.7,0,0,0,0,0,0,0,0,0,0,0,213.2,258.2,195.3,236.5,105,90.9,14,0,0,0,0,5955,758,136965,17432,16560,136965,5955,6370,720,38,,6370,18.71,,-415.2,8.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
947,05.08.2017 10:00,05.08.2017 12:00,-,-,At Sea,NOON,20.375,38.43833333,24,24,24,150,150,15,15.1,359,363,,,9.5,9.9,9.7,0.4,,,44,33,,,31,,4,,9.3,,2.8,315,,118.9,0,,,,,,,,,16030,0,0,0,,,3432,75.8,-9.5,35.5,32.58,31,28.45,4.5,4.13,,,,,,,35.5,35.5,0,0,0,0,0,0,0,0,0,0,0,210.2,252,192.9,231.3,110.6,96.5,14,0,0,0,0,6146,744,147504,17858,16965,147504,6146,6620,707,39,,6620,19.21,,-473.9,11,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
948,04.08.2017 10:00,04.08.2017 12:00,-,-,At Sea,NOON,25.57333333,35.225,19.7,19.7,19.7,150,150,14.9,15.1,294,297,,,9.5,9.9,9.7,0.4,,,42,32,,,28,,4,,9.3,,2.8,315,,119.2,0,,,,,,,,,16030,0,0,0,,,3432,73,-13.3,26.4,24.25,22.9,21.04,3.5,3.22,,,,,,,26.4,26.4,0,0,0,0,0,0,0,0,0,0,0,211.7,257.7,194.5,236.7,82.2,71.3,10.9,0,0,0,0,5490,689,108153,13583,12904,108153,5490,5961,655,35,,5961,17.45,,-471,8.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,71.1,99,1
949,03.08.2017 14:18,03.08.2017 16:18,-,-,Manoeuvring,BOSP,29.78666667,32.52666667,0.7,0.7,0.7,209,209,10,10,7,7,,,9.5,9.9,9.7,0.4,,,40,32,,,28,,2,,4.5,,2.5,0,,59.9,0,,,,,,,,,16030,0,0,0,,,3452,,,0.4,0.37,0.3,0.28,0.1,0.09,,,,,,,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,282.3,225.4,259.5,207.2,1.2,0.9,0.3,0,0,0,0,1518,634,1063,444,421,1063,1518,1643,602,10,,1643,11.1,,-125.2,8.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,68.9,97.9,1
950,03.08.2017 13:36,03.08.2017 15:36,-,-,Undefined,Undefined,0,0,16.2,16.2,12.2,,,,,,,,,9.5,9.9,9.7,0.4,,,40,32,,,28,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,,,7.9,7.26,4.4,4.04,2.9,2.67,0.6,0.55,,,,,7.9,7.9,0,0,0,0,0,0,0,0,0,0,0,237.6,275,218.4,252.8,24.6,13.7,9,1.9,0,0,0,1143,651,18520,10544,10016,18520,1143,,618,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,64.8,97.8,1
951,02.08.2017 21:24,02.08.2017 23:24,-,-,Manoeuvring,Undefined,0,0,3.1,3.1,3.2,,,8.5,8.4,26,26,,,9.5,9.9,9.7,0.4,,,,,,,,,0,,0.1,,,,,,,,,,,,,,,16030,0,0,0,,,3592.6,,,1.8,1.67,1.1,1.02,0.6,0.56,0.1,0.09,,,,,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,218.7,233.6,202.4,216.3,5.6,3.4,1.9,0.3,0,0,0,1623,828,5030,2568,2440,5030,1623,,787,10,,,13.3,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,66.5,89.5,1
